1.5874,28.988,63.117,Tender
1.2278,1.4036,64.064,Tender
0.36667,2.1781,64.449,Tender
0.96959,1.789,63.254,Tender
0.96013,1.6012,63.451,Tender
3.908,0.93319,62.664,Tender
0.0039235,1.5211,63.74,Tender
1.2241,57.42,62.266,Tender
1.5054,3.231,63.719,Tender
0.11547,7.5653,63.628,Tender
4.5533,4.5248,62.395,Tender
0.48994,4.9799,62.578,Tender
0.48255,1.2129,62.075,Tender
3.477,1.8532,62.598,Tender
4.0566,2.8859,61.732,Tender
3.3665,3.1008,63.097,Tender
0.72043,2.6089,61.863,Tender
4.1572,1.7235,62.09,Tender
6.0859,1.2972,62.21,Tender
3.6199,5.3616,62.404,Tender
1.6127,5.4787,62.578,Tender
3.8425,2.9138,62.661,Tender
1.1545,1.4444,62.348,Tender
3.6681,1.5248,62.745,Tender
0.71426,1.9626,62.634,Tender
1.23,1.7898,62.496,Tender
4.9131,1.4267,62.438,Tender
0.26447,2.0258,63.185,Tender
3.0905,1.9287,62.655,Tender
1.8216,1.7198,62.831,Tender
0.29443,1.579,62.707,Tender
2.3023,1.3109,62.722,Tender
4.9005,1.54,63.799,Tender
1.7329,27.105,63.605,Tender
1.6853,8.6092,64.255,Tender
3.015,1.6558,64.929,Tender
0.052623,5.6173,64.988,Tender
2.4636,2.7065,65.162,Tender
3.0346,2.9189,65.267,Tender
4.7144,1.2921,65.814,Tender
2.135,1.8284,65.655,Tender
8.1351,2.0056,65.198,Tender
2.0901,2.0126,65.807,Tender
3.497,1.7986,65.953,Tender
1.4976,1.9957,66.297,Tender
2.2324,1.7264,65.615,Tender
0.90534,1.6286,67.24,Tender
1.5588,2.9503,66.642,Tender
7.465,3.9917,67.211,Tender
3.1653,1.2425,67.515,Tender
3.7775,1.9831,67.36,Tender
2.7191,1.1916,66.859,Tender
3.6615,2.8717,67.746,Tender
6.1142,1.723,67.618,Tender
2.0366,1.7306,68.325,Tender
3.8133,1.7932,67.965,Tender
0.3132,1.3473,68.653,Tender
6.1064,1.2543,68.311,Tender
