190.4283,119.48,22.1057,46.5843,8.8333,66.5506,2.4134,22617.6667,150.3333,43.2385,Happy
124.3400,99.20,32.4617,42.6270,9.1667,73.4671,1.8049,27736.8333,166.5000,43.0176,Happy
145.8529,133.71,54.0733,40.3149,9.1429,74.6082,3.0789,26238.7143,161.8571,42.8980,Happy
133.1500,132.58,60.8467,47.4599,9.0000,72.7933,1.7474,26799.0000,163.6667,43.0609,Happy
158.2183,67.82,15.0717,25.6405,9.0000,72.2511,1.9745,28017.6667,167.3333,43.2245,Happy
138.0933,47.82,20.0750,3.1835,9.0000,71.7392,3.0062,26930.6667,164.0000,43.2883,Happy
147.2500,65.66,39.4417,5.7419,9.1667,75.0022,2.2070,26533.8333,162.8333,43.5991,Happy
159.0683,45.86,33.7600,6.3311,8.8333,70.7504,2.7699,28994.5000,170.1667,43.7127,Happy
151.3317,78.23,24.0433,9.2123,9.1667,75.4089,2.1200,24403.1667,156.1667,43.9730,Happy
147.5963,81.49,26.3338,17.1244,8.5714,98.9895,49.0072,20387.3750,138.1250,44.3690,Happy
147.4300,109.49,28.8183,16.3358,9.4286,84.4816,23.0539,23081.6667,148.0000,44.5784,Happy
167.4743,135.59,35.0086,17.4624,9.0000,76.5980,4.2264,26133.7143,161.4286,45.0363,Happy
157.2483,112.66,35.5567,36.7915,9.1429,73.9752,4.3386,24814.3333,157.3333,45.0991,Happy
171.0133,89.78,26.6317,34.1467,9.0000,79.6608,3.6900,24019.8333,154.8333,45.9361,Happy
158.8457,137.23,31.3743,30.1243,9.0000,75.7765,4.3706,24223.4286,155.4286,46.4366,Happy
153.0033,111.33,22.3233,31.0351,9.1429,82.7770,2.5177,21577.8333,146.8333,47.0671,Happy
161.9100,127.34,14.7686,31.0207,9.1429,82.4958,3.6748,20440.0000,142.8571,47.3684,Happy
152.3886,57.42,26.7071,21.2127,8.8333,86.9413,2.8371,19246.0000,138.6667,48.3770,Happy
192.9471,49.05,-8.0429,2.4205,9.0000,66.3211,3.8888,24794.4286,157.2857,36.7784,Happy
175.8186,81.79,-7.1057,3.4196,9.0000,82.2798,7.4611,21221.1429,145.1429,37.4878,Happy
212.2967,41.65,-8.3417,3.1013,8.8571,73.4448,4.6692,26432.0000,162.3333,37.4212,Happy
185.5214,73.01,-17.9729,5.3041,9.0000,83.4351,7.6915,22080.2857,148.0000,37.6391,Happy
186.7217,73.25,-10.2783,6.4727,9.0000,74.9170,6.2743,24632.1667,156.5000,37.7399,Happy
194.9343,36.88,-5.4871,7.4502,9.0000,81.2516,4.5139,22957.2857,151.2857,37.6645,Happy
193.4367,69.24,-10.9617,4.2360,9.0000,76.6343,2.9282,23436.3333,153.0000,37.8384,Happy
190.8171,45.75,2.0414,3.1937,9.0000,79.7563,1.9733,23029.4286,151.7143,37.7927,Happy
178.7533,30.81,-2.3800,5.6194,9.0000,81.0363,2.5923,21284.5000,145.8333,38.0856,Happy
177.0843,70.38,-30.6933,4.4013,9.0000,81.9848,5.2902,21305.1429,145.7143,37.8897,Happy
183.0114,60.95,-9.1657,6.9760,8.8571,81.7813,5.3980,22027.8571,148.1429,38.0363,Happy
168.6614,75.47,-2.8186,6.1897,9.0000,83.9822,13.2586,23400.7143,151.2857,38.1027,Happy
193.7367,69.79,-5.0050,4.3298,9.0000,78.0954,5.2611,22593.6667,150.0000,38.1960,Happy
162.9286,80.91,-9.8586,5.6950,8.7143,84.2607,8.6607,21792.8571,146.8571,38.3018,Happy
207.2650,36.92,-19.6883,6.2088,9.0000,70.9591,4.9372,27548.0000,165.6667,38.3632,Happy
192.7214,55.11,-16.5814,4.3806,8.8571,80.7884,9.0075,24013.7143,154.0000,38.4616,Happy
190.0900,40.41,5.4850,3.5715,9.0000,72.1636,3.9464,26257.1667,161.8333,38.4034,Happy
178.2000,54.66,0.2883,6.3418,9.0000,80.5832,2.1974,22035.6000,148.4000,38.4633,Happy
107.8786,223.81,-149.5200,191.3478,11.5714,113.4341,81.0932,18565.0000,125.2857,43.5716,Happy
90.0833,127.85,-255.5017,81.6890,12.3333,72.0463,7.4356,32212.0000,178.6667,30.4548,Happy
136.5367,74.59,-258.7050,12.0796,12.6667,67.4948,1.5797,30522.0000,174.6667,54.0686,Happy
135.7500,76.81,-237.2017,11.1046,11.4000,69.5124,3.2643,30563.6667,174.6667,68.1863,Happy
169.8480,70.14,-230.3880,8.3813,13.3333,67.7065,3.4194,31530.6000,177.4000,79.2397,Happy
134.1067,93.59,-252.9417,20.2922,14.6667,69.1149,2.9994,29514.6667,171.6667,67.2689,Happy
91.8400,139.05,-270.2780,51.5324,13.6000,63.6083,3.0558,36781.2000,191.6000,31.8746,Happy
140.2133,94.23,-266.8000,8.0126,14.0000,67.3329,1.9197,31883.5000,178.5000,70.9717,Happy
128.6880,54.55,-272.9800,5.6282,13.2000,65.2534,1.6681,34095.0000,184.6000,72.2049,Happy
163.9433,80.32,-228.0050,10.1190,14.1667,69.6170,2.7587,28428.1667,168.5000,85.2664,Happy
171.1450,40.70,-262.6533,14.0673,14.6667,71.7871,2.1645,28808.6667,169.6667,92.0454,Happy
165.8417,83.34,-240.5833,15.4270,12.6667,70.4678,3.5885,28960.6667,170.0000,96.1435,Happy
127.1300,51.83,-244.4500,27.5214,11.8333,78.3168,6.9005,24303.0000,155.3333,72.3745,Happy
151.4900,48.66,-251.1033,14.3617,12.0000,66.9775,2.4712,31897.8333,178.5000,77.8805,Happy
173.5283,89.64,-248.5733,12.0841,12.8000,68.7512,2.0223,30763.3333,175.3333,87.2428,Happy
160.0040,78.72,-267.0620,34.7670,11.5000,65.0662,2.2298,35605.4000,188.6000,84.9750,Happy
142.9340,118.12,-260.5500,13.5838,10.8000,65.0819,3.7088,32633.2000,180.4000,67.4822,Happy
174.6020,41.62,-281.7400,16.1864,11.5000,68.3343,2.8982,31105.2500,176.2500,77.1405,Happy
110.9850,29.96,-121.4714,7.9615,9.3333,64.1995,8.4934,24563.3333,155.6667,68.4944,Happy
113.5786,28.07,-141.4117,10.0539,9.2857,84.4346,13.9062,22146.5714,146.5714,64.7858,Happy
106.2186,32.49,-132.7957,6.6963,9.4286,84.8327,12.0734,21332.5714,144.2857,61.9632,Happy
100.8514,24.67,-142.7643,7.4451,9.5714,85.1514,4.3123,19603.8571,139.8571,59.3282,Happy
100.5975,42.20,-137.8363,11.7929,9.5000,91.2298,2.1288,17234.5000,131.2500,56.7618,Happy
98.2183,33.96,-139.4300,7.3266,9.5000,78.2428,8.7464,24391.1667,155.1667,53.8997,Happy
94.9857,19.31,-149.6217,11.5499,9.4286,83.8571,12.0760,21977.7143,146.2857,52.7362,Happy
94.5829,21.97,-129.3986,8.3882,9.2857,79.7036,6.8286,24048.4286,154.4286,49.3941,Happy
94.8486,40.59,-145.7400,13.6215,10.0000,84.4151,11.0861,21485.0000,145.0000,48.4378,Happy
94.3986,20.78,-139.7786,7.9768,9.4286,92.0621,2.2726,16137.2857,127.0000,45.8623,Happy
84.4886,26.75,-147.0729,7.2321,9.5714,84.5046,13.2242,21506.5714,144.5714,44.1946,Happy
79.7486,10.89,-152.6071,7.9285,9.5714,88.2232,12.9353,20498.5714,141.1429,42.6272,Happy
91.2713,28.91,-154.3000,9.1023,9.3750,97.9850,13.5025,17534.0000,130.2500,41.0000,Happy
81.5688,56.64,-141.5800,9.8808,9.3750,88.3186,9.2003,17115.8750,130.1250,38.9338,Happy
76.9438,36.31,-159.5013,8.0318,9.5714,94.2347,3.9495,16699.6250,129.1250,37.6154,Happy
70.0629,9.71,-148.1214,11.0601,9.5000,94.0384,2.8753,16069.5714,126.7143,33.1909,Happy
76.5250,37.08,-160.5825,12.0138,9.3750,94.2260,1.3159,16227.1250,127.3750,33.5427,Happy
68.7143,13.64,-147.7257,8.2760,9.3333,95.8382,2.6909,15761.1667,125.5000,32.8022,Happy
130.6883,113.12,32.4633,10.7661,8.8333,58.7735,1.6717,28630.5000,169.1667,55.8227,Sad
171.7950,71.38,50.3050,19.2996,8.8333,75.3616,1.9083,25294.6667,159.0000,57.6215,Sad
151.6200,62.78,35.1529,17.6918,9.0000,73.8470,1.7098,26395.2857,162.4286,58.7311,Sad
152.9333,59.60,37.4717,14.4144,9.0000,75.3428,1.6951,25450.5000,159.5000,59.2012,Sad
162.3417,46.73,41.8317,4.9740,8.6667,75.2189,3.6703,25758.6667,160.3333,60.7071,Sad
158.3000,28.91,40.2533,3.4055,8.8333,75.4995,3.8220,24383.3333,156.0000,61.4746,Sad
172.5100,34.52,49.1586,4.8957,8.7143,79.6599,3.5980,23495.4286,153.1429,62.3428,Sad
152.9667,34.10,50.6017,6.9455,9.0000,76.2294,2.3933,24095.5000,155.1667,63.3163,Sad
